0
SL
FF
FF
FF
FF
CU
FF
FF
CU
FF
FF
FF
CH
CH
SL
CU
SL
CU
FF
FF
SI
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
CH
FF
SL
CH
CH
FF
CU
FF
SL
FF
FF
CU
FF
FF
CU
FF
CU
FF
CU
FF
SL
CU
CU
SL
FF
FF
SL
FF
FF
FF
CU
CU
FF
CU
FF
CU
CH
FF
CU
FF
FF
FF
FF
SL
SL
FF
FF
SL
FF
FF
FF
FF
CH
FF
FF
FF
CU
FF
FF
SL
FF
FF
FF
CU
FF
CU
FF
CU
FF
SL
SL
CH
SL
SL
FF
SL
CH
SL
CH
FF
FF
FF
CH
CU
CU
FF
FF
FF
FF
CU
CH
FF
FF
SL
FF
FF
SL
SL
FF
FF
FF
CH
FF
FF
CU
FF
FF
CU
FF
SL
FF
FF
SL
CH
FF
SL
CH
CU
SL
FF
FF
FF
FF
CU
FF
FF
FF
CH
FF
FF
FF
CH
CH
SL
FF
FF
CH
FF
CH
CU
CU
SL
CU
FF
FF
CU
CU
FF
CU
CH
FF
FF
FF
CH
FF
FF
SL
CH
CU
FF
FF
FF
FF
FF
CU
FF
FF
CU
CH
FF
FF
FF
FF
FF
CH
FF
FF
FF
CU
CU
FF
CH
CH
CU
FF
SL
FF
FF
CH
FF
SL
FF
CU
SL
FF
SL
FF
FF
FF
FF
FF
FF
FF
SL
FF
FF
SL
CH
CH
FF
CH
FF
FF
CH
CH
FF
FF
FF
CH
FF
FF
FF
CH
CU
CH
SL
FF
CU
FF
CU
CU
FF
CH
FF
SL
CU
FF
SL
FF
CU
FF
CH
CU
FF
FF
FF
CU
FF
FF
FF
FF
FF
SL
CU
FF
FF
FF
FF
SL
FF
FF
FF
FF
SL
FF
FF
CU
FF
FF
FF
FF
FF
FF
SL
FF
SL
CU
FF
FF
FF
CU
FF
SL
SL
FF
FF
FF
FF
FF
FF
FF
CU
CU
CU
CH
CH
FF
CU
CH
SL
FF
FF
SL
CU
CU
SL
CU
FF
SL
FF
CH
SL
CU
CU
FF
SL
FF
FF
FF
FF
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
CH
CU
SL
FF
FF
FF
FF
CH
CU
SL
CU
SL
FF
SL
FF
FF
FF
FF
SL
CH
CH
CH
CH
FF
FF
FF
CH
CU
FF
CH
FF
SL
CH
CU
FF
SL
CH
FF
FF
CU
FF
FF
FF
SL
SL
FF
FF
CH
SL
FF
FF
CU
FF
FF
CU
CH
FF
CU
FF
FF
FF
FF
FF
SL
FF
FF
FF
CU
CU
FF
FF
SL
FF
FF
FF
SL
FF
FF
FF
SL
FF
FF
FF
CU
FF
SL
FF
FF
FF
FF
CH
FF
FF
FF
FF
FF
FF
FF
FF
CH
FF
CU
SL
CU
CH
FF
CH
CU
FF
SL
FF
CH
FF
FF
CU
FF
FF
CU
FF
FF
FF
CU
FF
FF
CH
FF
FF
CH
CU
FF
FF
FF
SI
FF
FF
CH
FF
FF
SL
FF
FF
FF
CU
CH
FF
FF
FF
CU
CU
FF
FF
FF
CH
CH
FF
CU
CU
CU
CH
CH
FF
FF
FF
FF
CH
FF
FF
SL
FF
CH
CU
FF
CU
FF
CU
FF
FF
FF
FF
FF
FF
CU
CU
FF
CU
SL
FF
SL
FF
FF
SL
CU
FF
FF
CU
CH
FF
FF
CU
CH
SL
FF
CU
CH
CU
CH
FF
CU
CH
CU
FF
CH
FF
FF
FF
CU
CU
SL
FF
SL
CH
CU
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
FF
SL
FF
FF
FF
CU
FF
FF
SL
FF
FF
FF
CH
CH
SL
FF
CH
CH
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
CH
SL
CU
SL
FF
FF
CH
CU
FF
FF
SL
FF
FF
FF
FF
FF
FF
CU
FF
CH
FF
CU
FF
FF
CU
FF
FF
FF
FF
FF
FF
CH
CH
FF
FF
CH
FF
CH
FF
CU
FF
FF
FF
FF
FF
CH
FF
FF
FF
CU
FF
FF
CH
FF
CU
FF
FF
FF
FF
CU
CH
FF
FF
FF
FF
CH
CU
FF
SL
FF
CU
FF
FF
FF
SL
CH
FF
FF
SL
CH
SL
SI
FF
FF
FF
FF
FF
FF
FF
FF
FF
CH
FF
FF
FF
CH
FF
SL
CH
FF
FF
FF
FF
FF
FF
CU
CH
FF
FF
CH
CU
FF
SL
FF
CH
FF
FF
FF
FF
FF
FF
CU
CU
FF
FF
FF
FF
FF
FF
FF
FF
SL
FF
SL
CU
SL
FF
FF
SL
FF
CU
FF
FF
SL
FF
FF
CU
CH
SL
SL
FF
FF
FF
SL
FF
CU
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
CH
CU
FF
CU
SL
FF
CH
CU
CH
FF
CU
FF
SL
FF
CU
FF
FF
CH
FF
FF
CU
CH
CU
FF
FF
CH
SL
FF
CH
FF
FF
CH
CU
SL
SL
CH
FF
FF
CU
FF
FF
FF
CU
FF
FF
FF
CU
FF
FF
CU
CU
CH
FF
CU
CU
CU
CH
FF
FF
FF
FF
SI
FF
FF
FF
FF
FF
FF
FF
FF
FF
CU
FF
CU
FF
CU
FF
FF
FF
CH
CU
CH
FF
CU
FF
FF
FF
FF
SL
SL
SL
FF
FF
FF
FF
CH
FF
FF
FF
FF
CU
FF
FF
CU
FF
FF
FF
FF
CU
FF
FF
FF
FF
CU
FF
CU
SL
CH
FF
FF
FF
CU
FF
CU
SL
FF
FF
FF
FF
SL
FF
FF
FF
FF
FF
SL
FF
FF
FF
CH
FF
FF
CU
FF
CU
FF
CH
FF
FF
CU
SL
FF
FF
CH
CH
CU
FF
SL
CU
FF
CU
FF
CH
CH
FF
CU
CU
FF
FF
CH
CU
FF
CH
FF
FF
FF
FF
CU
FF
FF
CH
SL
CU
CU
SL
FF
FF
SI
CU
SL
FF
CU
CH
FF
FF
FF
CU
CH
SL
CU
FF
CU
FF
SL
FF
SL
CU
FF
FF
FF
FF
FF
CH
SL
FF
FF
SL
FF
CU
CU
FF
FF
CU
FF
FF
FF
CU
FF
FF
FF
CU
FF
CH
FF
FF
CH
FF
CH
SL
CU
FF
FF
CH
FF
FF
CU
FF
FF
FF
CU
FF
FF
CH
CH
FF
CU
CH
FF
CH
FF
FF
CH
FF
CU
FF
FF
FF
FF
FF
CH
SL
FF
SL
FF
SL
FF
FF
CU
CU
FF
FF
FF
FF
FF
SL
FF
FF
CH
CH
FF
FF
FF
FF
SL
FF
FF
CU
FF
FF
CH
FF
FF
FF
CU
FF
FF
FF
CH
FF
FF
FF
FF
FF
FF
CH
SL
CU
FF
FF
CH
FF
CU
FF
CH
FF
FF
FF
SL
FF
CU
SL
CU
CH
FF
FF
FF
FF
CH
CH
FF
CH
SL
FF
FF
FF
FF
CU
SL
FF
FF
FF
FF
CU
FF
FF
SL
FF
FF
CU
FF
SL
FF
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
SL
FF
FF
FF
FF
FF
FF
FF
FF
SL
FF
FF
FF
FF
CH
CU
FF
SL
FF
CU
CH
FF
FF
FF
FF
SL
FF
CU
FF
FF
FF
CH
CU
FF
FF
FF
CU
SL
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
SL
SL
CU
SI
FF
FF
CU
FF
FF
CH
FF
FF
FF
FF
CU
CU
CU
FF
SL
FF
CH
CU
SL
CU
FF
FF
CH
FF
CH
FF
FF
CU
CU
CU
SL
FF
FF
FF
SL
FF
FF
CU
CH
CU
FF
FF
CH
FF
CU
FF
CU
FF
FF
FF
FF
FF
CH
SL
CU
FF
FF
FF
FF
FF
CU
SL
FF
FF
CH
CH
FF
FF
FF
SL
FF
CH
SL
CH
FF
FF
FF
SL
FF
FF
CU
CH
CH
FF
SL
CH
FF
CU
CH
FF
FF
FF
CH
FF
FF
FF
FF
CU
FF
FF
CH
CU
FF
FF
SL
SL
FF
CU
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
CH
FF
FF
CH
FF
FF
FF
FF
CU
SL
CH
CU
CU
CH
CU
FF
FF
CH
FF
FF
FF
FF
FF
SL
FF
FF
FF
SL
FF
CU
CU
CH
CU
FF
CH
SL
CU
CU
FF
CH
CH
FF
FF
FF
FF
CH
CH
SL
FF
FF
CH
CU
CU
SL
CH
CH
CH
CU
CH
FF
FF
CH
FF
CU
FF
FF
CH
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
CH
FF
CU
FF
FF
CU
FF
CH
CU
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
SL
FF
CU
CU
FF
CH
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
CU
CU
FF
SL
FF
CU
CH
FF
SL
SL
SL
SL
FF
SL
FF
FF
FF
CU
FF
SL
FF
CU
FF
CU
FF
FF
FF
FF
CH
FF
FF
FF
FF
FF
FF
FF
CH
FF
FF
FF
FF
FF
FF
CH
FF
FF
FF
FF
CU
FF
CH
FF
FF
FF
FF
FF
FF
CH
FF
CU
FF
FF
CH
SL
FF
FF
CH
CU
FF
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
CH
FF
FF
FF
CU
CH
SL
CU
FF
FF
FF
CU
CH
FF
CH
FF
FF
SL
FF
FF
CH
CU
FF
CU
CH
FF
FF
FF
FF
SL
FF
FF
SL
SL
FF
FF
SL
CU
FF
SL
CU
FF
FF
CH
FF
CH
FF
SL
FF
FF
FF
FF
FF
CU
CH
FF
FF
CU
SL
CH
FF
FF
FF
CU
FF
SL
FF
CU
CH
FF
CU
SL
FF
CU
FF
FF
CH
FF
FF
FF
FF
FF
CH
FF
CH
CH
SL
FF
FF
FF
CH
CU
CU
FF
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
CU
FF
FF
FF
FF
SL
CU
CH
FF
FF
FF
FF
FF
FF
CU
FF
FF
CH
SL
CU
SL
CU
SL
FF
FF
FF
FF
FF
SL
FF
SL
FF
FF
FF
FF
FF
FF
CH
CU
CH
FF
FF
FF
CH
FF
FF
FF
CU
CH
FF
FF
CU
SL
FF
FF
FF
CH
CU
CU
FF
SL
FF
FF
FF
FF
CU
CH
CH
FF
CU
FF
FF
FF
CU
FF
FF
FF
CU
CH
CH
FF
CU
SL
SL
FF
FF
CU
FF
FF
SL
FF
CH
FF
FF
FF
SL
SL
SL
FF
FF
FF
FF
FF
FF
CH
FF
FF
FF
CH
FF
CH
CU
CU
CH
CU
FF
SL
CH
FF
FF
FF
FF
CH
CU
FF
FF
FF
SL
FF
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
FF
CH
CU
CH
SL
FF
FF
CU
SL
FF
FF
FF
FF
SI
CH
CH
FF
FF
CH
FF
FF
FF
FF
CH
CH
CU
CH
FF
FF
FF
CH
FF
FF
CH
FF
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
SL
CU
CU
FF
FF
SL
CU
FF
CU
CH
FF
FF
CU
FF
SL
CH
SL
FF
CH
CH
FF
FF
FF
FF
FF
FF
FF
CH
FF
FF
FF
CU
FF
FF
CH
FF
FF
FF
FF
FF
FF
SL
CH
FF
SL
FF
CU
FF
SI
FF
FF
FF
FF
FF
CH
FF
SL
FF
CU
CH
SL
FF
CU
SL
FF
FF
CH
CH
FF
SL
FF
FF
FF
FF
FF
FF
CH
CH
SL
SL
FF
FF
CU
FF
FF
FF
FF
CH
FF
FF
FF
CH
SL
CU
FF
CH
FF
FF
CH
FF
CU
FF
CH
FF
FF
SL
FF
CU
CH
FF
CH
FF
FF
CH
CU
CU
FF
CU
FF
FF
CH
CU
SL
FF
FF
FF
FF
CU
FF
FF
FF
FF
CU
CH
FF
FF
FF
CU
FF
FF
CH
FF
FF
FF
FF
FF
SL
FF
SL
FF
CU
SI
FF
FF
FF
SL
FF
FF
FF
SL
CH
SL
CU
SL
FF
FF
CH
CH
CU
CH
CH
FF
CU
CU
FF
FF
CU
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
CH
CH
FF
FF
FF
FF
SL
CU
FF
SL
FF
CU
CU
FF
FF
CH
FF
FF
FF
SL
FF
FF
FF
CH
SL
SL
CU
SL
SL
FF
FF
SL
FF
CU
CU
FF
FF
FF
FF
FF
CU
CH
CU
CU
FF
FF
FF
FF
CH
CU
CU
SL
FF
FF
SL
FF
CH
CH
FF
FF
CH
CH
FF
FF
SL
FF
CU
CU
FF
FF
CU
CU
FF
FF
FF
